Month,Distribution channel,Region,Division,Type of product,Total volume,Free of charge (Volume),Sales return volume,Actual sales volume,Sales amount
2024-03-01,GT,South,Washing Machine,Dryer Machine,5.0,0.0,0.0,5.0,0.02
2024-03-01,GT,South,Washing Machine,Front load,315.0,0.0,100.0,215.0,0.910227255
2024-03-01,GT,South,Washing Machine,Top load,843.0,20.0,0.0,823.0,2.478091
2024-03-01,GT,South,Television,Small size,870.0,60.0,1400.0,-590.0,-4.021454394
2024-03-01,GT,South,Television,Large size,298.0,0.0,5.0,293.0,1.851354507
2024-03-01,GT,South,Refrigerator,Mini,85.0,0.0,0.0,85.0,0.193181795
2024-03-01,GT,South,Refrigerator,Bottom freezer,86.0,0.0,0.0,86.0,0.348909078
2024-03-01,GT,South,Refrigerator,Multi doors,19.0,0.0,0.0,19.0,0.205272732
2024-03-01,GT,South,Refrigerator,Side by Side,292.0,7.0,0.0,285.0,2.46136365
2024-03-01,GT,Middle,CAC,Others,155.0,0.0,0.0,155.0,3.161999981
2024-03-01,GT,Middle,RAC,Non Inverter,34.0,0.0,0.0,34.0,0.162709084
2024-03-01,GT,Middle,RAC,Inverter,10135.0,0.0,0.0,10135.0,55.965228885
2024-03-01,GT,Middle,Washing Machine,Dryer Machine,5.0,0.0,0.0,5.0,0.02
2024-03-01,GT,Middle,Washing Machine,Front load,581.0,0.0,0.0,581.0,2.755227117
2024-03-01,GT,Middle,Washing Machine,Top load,112.0,2.0,0.0,110.0,0.33909094
2024-03-01,GT,Middle,Television,Small size,683.0,1.0,0.0,682.0,2.487363601
2024-03-01,GT,Middle,Television,Large size,249.0,0.0,10.0,239.0,1.337318125
2024-03-01,GT,Middle,Refrigerator,Mini,25.0,0.0,0.0,25.0,0.056818175
2024-03-01,GT,Middle,Refrigerator,Bottom freezer,35.0,5.0,0.0,30.0,0.20727273
2024-03-01,GT,Middle,Refrigerator,Top freezer,7.0,0.0,0.0,7.0,0.020772725
2024-03-01,GT,Middle,Refrigerator,Multi doors,85.0,0.0,0.0,85.0,0.91809094
2024-03-01,GT,Middle,Refrigerator,Side by Side,69.0,6.0,0.0,63.0,0.510545449
2024-03-01,MT,North,RAC,Non Inverter,33.0,0.0,0.0,33.0,0.123000009
2024-03-01,MT,North,RAC,Inverter,8486.0,0.0,10.0,8476.0,53.256101491
2024-03-01,MT,North,Others,Air purifier,1440.0,0.0,0.0,1440.0,0.7854552
2024-03-01,MT,North,Washing Machine,Dryer Machine,33.0,0.0,0.0,33.0,0.156822
2024-03-01,MT,North,Washing Machine,Front load,1017.0,0.0,2.0,1015.0,4.458959948
2024-03-01,MT,North,Washing Machine,Dryer Machine,65.0,0.0,0.0,65.0,0.430294085
2024-03-01,MT,North,Washing Machine,Top load,647.0,0.0,0.0,647.0,1.917245357
2024-03-01,MT,North,Television,Small size,380.0,0.0,3.0,377.0,1.727291497
2024-03-01,MT,North,Television,Large size,150.0,0.0,11.0,139.0,0.659221826
2024-03-01,MT,North,Refrigerator,Mini,8.0,0.0,0.0,8.0,0.018792
2024-03-01,MT,North,Refrigerator,Bottom freezer,240.0,0.0,0.0,240.0,1.1269818
2024-03-01,MT,North,Refrigerator,Side by Side,23.0,0.0,0.0,23.0,0.177549535
2024-03-01,MT,South,RAC,Non Inverter,92.0,0.0,0.0,92.0,0.400785488
2024-03-01,MT,South,RAC,Inverter,21350.0,0.0,18.0,21332.0,120.454481677
2024-03-01,MT,South,Washing Machine,Front load,532.0,0.0,2.0,530.0,2.255545378
2024-03-01,MT,South,Washing Machine,Top load,857.0,0.0,1.0,856.0,2.431154044
2024-03-01,MT,South,Television,Small size,321.0,0.0,8.0,313.0,1.583594637
2024-03-01,MT,South,Television,Large size,321.0,0.0,5.0,-5.0,-0.033507455
2024-03-01,MT,South,Refrigerator,Mini,9.0,0.0,0.0,9.0,0.02059
2024-03-01,MT,South,Refrigerator,Bottom freezer,13.0,0.0,0.0,13.0,0.094450915
2024-03-01,MT,South,Refrigerator,Top freezer,13.0,0.0,2.0,-2.0,-0.01404
2024-03-01,MT,South,Refrigerator,Multi doors,91.0,0.0,2.0,89.0,1.037832537
2024-03-01,MT,South,Refrigerator,Side by Side,414.0,0.0,8.0,406.0,3.879281728
2024-03-01,MT,Middle,RAC,Non Inverter,4.0,0.0,0.0,4.0,0.017425456
2024-03-01,MT,Middle,RAC,Inverter,2540.0,0.0,0.0,2540.0,15.275929224
2024-03-01,MT,Middle,Washing Machine,Front load,75.0,0.0,0.0,75.0,0.337217658
2024-03-01,MT,Middle,Washing Machine,Top load,44.0,0.0,0.0,44.0,0.126900183
2024-03-01,MT,Middle,Television,Small size,74.0,0.0,1.0,73.0,0.328500532
2024-03-01,MT,Middle,Television,Large size,74.0,0.0,2.0,-2.0,-0.014304546
2024-03-01,MT,Middle,Refrigerator,Multi doors,2.0,0.0,0.0,2.0,0.023385818
2024-03-01,MT,Middle,Refrigerator,Side by Side,45.0,0.0,1.0,44.0,0.3805429
2024-03-01,Others,North,RAC,Non Inverter,31.0,0.0,0.0,31.0,0.110609082
2024-03-01,Others,North,RAC,Inverter,11.0,2.0,0.0,9.0,0.049809091
2024-03-01,Others,North,Others,Air purifier,52.0,39.0,0.0,13.0,0.024518185
2024-03-01,Others,North,Washing Machine,Dryer Machine,1.0,0.0,0.0,1.0,0.0039
2024-03-01,Others,North,Washing Machine,Front load,16.0,0.0,0.0,16.0,0.062764546
2024-03-01,Others,North,Washing Machine,Dryer Machine,1.0,0.0,0.0,1.0,0.005190909
2024-03-01,Others,North,Washing Machine,Top load,1.0,0.0,0.0,1.0,0.003045455
2024-03-01,Others,North,Television,Small size,10.0,6.0,0.0,4.0,0.01400091
2024-03-01,Others,North,Television,Large size,4.0,3.0,0.0,1.0,0.014681818
2024-03-01,Others,North,Refrigerator,Bottom freezer,1.0,1.0,0.0,0.0,0.0
2024-03-01,Others,North,Refrigerator,Side by Side,1.0,0.0,0.0,1.0,0.007654545
2024-03-01,Others,South,RAC,Inverter,4.0,0.0,0.0,4.0,0.017854546
2024-03-01,Others,South,Others,Air purifier,2.0,2.0,0.0,0.0,0.0
2024-03-01,Others,South,Washing Machine,Front load,2.0,0.0,0.0,2.0,0.007218182
2024-03-01,Others,South,Washing Machine,Top load,2.0,0.0,0.0,2.0,0.00609091
2024-03-01,Others,South,Television,Small size,2.0,0.0,0.0,2.0,0.006081818
2024-03-01,Others,South,Television,Large size,2.0,0.0,0.0,2.0,0.029363636
2024-03-01,Others,Middle,RAC,Non Inverter,2.0,0.0,0.0,2.0,0.016567272
2024-03-01,Others,Middle,RAC,Inverter,1.0,1.0,0.0,0.0,0.0
2024-03-01,Others,Middle,Television,Small size,1.0,0.0,0.0,1.0,0.003809091
2024-03-01,Others,Middle,Refrigerator,Bottom freezer,1.0,0.0,0.0,1.0,0.004927273
2024-02-01,GT,North,RAC,Non Inverter,67.0,42.0,750.0,-725.0,-5.175000275
2024-02-01,GT,North,RAC,Inverter,30422.0,15.0,975.0,29432.0,156.657367577
2024-02-01,GT,North,Television,Small size,1546.0,0.0,0.0,1546.0,5.781272632
2024-02-01,GT,North,Television,Large size,493.0,0.0,0.0,493.0,3.16227263
2024-02-01,GT,North,Refrigerator,Mini,10.0,0.0,0.0,10.0,0.02272727
2024-02-01,GT,North,Refrigerator,Bottom freezer,140.0,0.0,0.0,140.0,1.00545452
2024-02-01,GT,North,Refrigerator,Multi doors,145.0,0.0,0.0,145.0,1.57509096
2024-02-01,GT,North,Refrigerator,Side by Side,689.0,0.0,0.0,689.0,5.600545534
2024-02-01,GT,North,Washing Machine,Dryer Machine,178.0,0.0,0.0,178.0,0.712
2024-02-01,GT,North,Washing Machine,Front load,803.0,0.0,1186.0,-383.0,-2.438545474
2024-02-01,GT,North,Washing Machine,Dryer Machine,161.0,0.0,0.0,161.0,0.901818137
2024-02-01,GT,North,Washing Machine,Top load,1704.0,1.0,0.0,1703.0,5.16509125
2024-02-01,GT,North,CAC,Others,86.0,0.0,0.0,86.0,2.091136361
2024-02-01,GT,South,RAC,Inverter,8126.0,135.0,0.0,7991.0,42.031002264
2024-02-01,GT,South,Television,Small size,738.0,16.0,0.0,722.0,2.554409026
2024-02-01,GT,South,Television,Large size,92.0,2.0,5.0,85.0,0.527300015
2024-02-01,GT,South,Washing Machine,Front load,90.0,0.0,2.0,88.0,0.37786363
2024-02-01,GT,South,Washing Machine,Top load,536.0,0.0,0.0,536.0,1.611227305
2024-02-01,GT,South,Refrigerator,Bottom freezer,26.0,0.0,0.0,26.0,0.186727268
2024-02-01,GT,South,Refrigerator,Side by Side,72.0,0.0,0.0,72.0,0.560181824
2024-02-01,GT,South,CAC,Others,12.0,0.0,0.0,12.0,0.221909092
2024-02-01,GT,South,Others,Air purifier,3.0,3.0,0.0,0.0,0.0
2024-02-01,GT,South,Others,Cooker,1.0,1.0,0.0,0.0,0.0
2024-02-01,GT,Middle,RAC,Non Inverter,364.0,0.0,0.0,364.0,3.937818248
2024-02-01,GT,Middle,RAC,Inverter,5685.0,0.0,0.0,5685.0,32.83381889
2024-02-01,GT,Middle,Television,Small size,330.0,0.0,0.0,330.0,1.16454544
2024-02-01,GT,Middle,Television,Large size,235.0,0.0,0.0,235.0,1.48909084
2024-02-01,GT,Middle,Washing Machine,Dryer Machine,30.0,0.0,0.0,30.0,0.12
2024-02-01,GT,Middle,Washing Machine,Front load,86.0,0.0,0.0,86.0,0.427227261
2024-02-01,GT,Middle,Washing Machine,Top load,32.0,0.0,0.0,32.0,0.097454554
2024-02-01,GT,Middle,Refrigerator,Mini,8.0,2.0,0.0,6.0,0.013636362
2024-02-01,GT,Middle,Refrigerator,Bottom freezer,27.0,10.0,0.0,17.0,0.122090906
2024-02-01,GT,Middle,Refrigerator,Multi doors,12.0,0.0,0.0,12.0,0.116727276
2024-02-01,GT,Middle,Refrigerator,Side by Side,31.0,0.0,0.0,31.0,0.252318188
2024-02-01,MT,North,Television,Small size,120.0,0.0,2.0,118.0,0.563981458
2024-02-01,MT,North,Television,Large size,927.0,0.0,27.0,900.0,4.83001453
2024-02-01,MT,North,Refrigerator,Mini,15.0,0.0,0.0,15.0,0.034365
2024-02-01,MT,North,Refrigerator,Side by Side,529.0,0.0,0.0,529.0,4.896893005
2024-02-01,MT,North,Washing Machine,Dryer Machine,130.0,0.0,0.0,130.0,0.6195
2024-02-01,MT,North,Washing Machine,Front load,205.0,0.0,3.0,202.0,1.055990703
2024-02-01,MT,North,Washing Machine,Dryer Machine,120.0,0.0,0.0,120.0,0.79112
2024-02-01,MT,North,Washing Machine,Top load,488.0,0.0,0.0,488.0,1.484081028
2024-02-01,MT,North,RAC,Inverter,125.0,0.0,0.0,125.0,0.71352271
2024-02-01,MT,North,Others,Air purifier,800.0,0.0,0.0,800.0,0.436364
2024-02-01,MT,North,CAC,Others,6.0,0.0,0.0,6.0,0.156545454
2024-02-01,MT,South,RAC,Non Inverter,56.0,0.0,0.0,56.0,0.243956384
2024-02-01,MT,South,RAC,Inverter,11128.0,0.0,9.0,11119.0,55.963218269
2024-02-01,MT,South,Refrigerator,Mini,22.0,0.0,0.0,22.0,0.049764
2024-02-01,MT,South,Refrigerator,Top freezer,22.0,0.0,1.0,-1.0,-0.00702
2024-02-01,MT,South,Refrigerator,Multi doors,111.0,0.0,2.0,109.0,1.274527081
2024-02-01,MT,South,Refrigerator,Side by Side,636.0,0.0,2.0,634.0,5.154649151
2024-02-01,MT,South,Washing Machine,Front load,404.0,0.0,2.0,402.0,1.935557559
2024-02-01,MT,South,Washing Machine,Top load,252.0,0.0,0.0,252.0,0.805370188
2024-02-01,MT,South,Television,Small size,45.0,0.0,3.0,42.0,0.171302175
2024-02-01,MT,South,Television,Large size,94.0,0.0,1.0,93.0,1.005508641
2024-02-01,MT,South,Others,Air purifier,94.0,0.0,1.0,-1.0,-0.005091545
2024-02-01,MT,Middle,RAC,Non Inverter,2.0,0.0,0.0,2.0,0.008712728
2024-02-01,MT,Middle,RAC,Inverter,953.0,0.0,8.0,945.0,5.16704459
2024-02-01,MT,Middle,Refrigerator,Multi doors,19.0,0.0,0.0,19.0,0.222165271
2024-02-01,MT,Middle,Refrigerator,Side by Side,41.0,0.0,0.0,41.0,0.345109626
2024-02-01,MT,Middle,Washing Machine,Front load,69.0,0.0,0.0,69.0,0.310547736
2024-02-01,MT,Middle,Washing Machine,Top load,30.0,0.0,0.0,30.0,0.087272186
2024-02-01,MT,Middle,Television,Small size,19.0,0.0,1.0,18.0,0.101981448
2024-02-01,MT,Middle,Television,Large size,9.0,0.0,3.0,6.0,0.079045909
2024-02-01,Retail,North,Television,Small size,3.0,0.0,0.0,3.0,0.011027273
2024-02-01,Retail,North,Television,Large size,7.0,0.0,0.0,7.0,0.084190908
2024-02-01,Retail,North,RAC,Non Inverter,9.0,0.0,0.0,9.0,0.041945457
2024-02-01,Retail,North,RAC,Inverter,10.0,0.0,0.0,10.0,0.048509094
2024-02-01,Retail,North,Washing Machine,Dryer Machine,3.0,0.0,0.0,3.0,0.0117
2024-02-01,Retail,North,Washing Machine,Front load,7.0,1.0,0.0,6.0,0.022327272
2024-02-01,Retail,North,Washing Machine,Dryer Machine,10.0,0.0,0.0,10.0,0.051954545
2024-02-01,Retail,North,Refrigerator,Multi doors,2.0,0.0,0.0,2.0,0.0172
2024-02-01,Retail,North,Refrigerator,Side by Side,1.0,0.0,0.0,1.0,0.007481818
2024-02-01,Retail,North,Others,Air purifier,5.0,1.0,0.0,4.0,0.003768182
2024-02-01,Retail,South,Others,Air purifier,24.0,20.0,0.0,4.0,0.003968183
2024-02-01,Retail,South,RAC,Inverter,1.0,0.0,0.0,1.0,0.003945455
2024-02-01,Retail,South,Washing Machine,Top load,1.0,0.0,0.0,1.0,0.003045455
2024-02-01,Retail,South,Television,Small size,5.0,4.0,0.0,1.0,0.002772727
2024-02-01,Retail,South,Television,Large size,1.0,1.0,0.0,0.0,0.0
2024-02-01,Retail,Middle,Refrigerator,Multi doors,2.0,0.0,0.0,2.0,0.017045455
2024-02-01,Retail,Middle,RAC,Inverter,1.0,0.0,0.0,1.0,0.005427273
2024-02-01,Retail,Middle,Television,Small size,1.0,0.0,0.0,1.0,0.004045455
2024-01-01,GT,North,CAC,Others,82.0,0.0,0.0,82.0,1.785952904
2024-01-01,GT,North,RAC,Non Inverter,198.0,55.0,0.0,143.0,0.715
2024-01-01,GT,North,RAC,Inverter,22546.0,477.0,150.0,21919.0,117.655931804
2024-01-01,GT,North,Others,Air purifier,120.0,120.0,0.0,0.0,0.0
2024-01-01,GT,North,Washing Machine,Dryer Machine,250.0,0.0,0.0,250.0,1.11363625
2024-01-01,GT,North,Washing Machine,Front load,2078.0,0.0,0.0,2078.0,9.654636041
2024-01-01,GT,North,Washing Machine,Dryer Machine,1091.0,0.0,0.0,1091.0,6.446818281
2024-01-01,GT,North,Washing Machine,Top load,1156.0,336.0,0.0,820.0,2.553727386
2024-01-01,GT,North,Television,Small size,1314.0,1.0,0.0,1313.0,6.595636376
2024-01-01,GT,North,Television,Large size,486.0,1.0,7.0,478.0,3.342463584
2024-01-01,GT,North,Refrigerator,Mini,168.0,0.0,0.0,168.0,0.381818136
2024-01-01,GT,North,Refrigerator,Bottom freezer,121.0,0.0,0.0,121.0,0.868999978
2024-01-01,GT,North,Refrigerator,Multi doors,697.0,2.0,0.0,695.0,7.202545687
2024-01-01,GT,North,Refrigerator,Side by Side,549.0,49.0,0.0,500.0,4.27409102
2024-01-01,GT,South,CAC,Others,47.0,0.0,0.0,47.0,1.060863639
2024-01-01,GT,South,RAC,Non Inverter,141.0,40.0,0.0,101.0,0.431545427
2024-01-01,GT,South,RAC,Inverter,15421.0,0.0,1.0,15420.0,86.117594013
2024-01-01,GT,South,Others,Air purifier,209.0,9.0,0.0,200.0,0.1272728
2024-01-01,GT,South,Others,Water Heater,1.0,1.0,0.0,0.0,0.0
2024-01-01,GT,South,Washing Machine,Dryer Machine,86.0,36.0,0.0,50.0,0.22272725
2024-01-01,GT,South,Washing Machine,Front load,96.0,0.0,0.0,96.0,0.426863615
2024-01-01,GT,South,Washing Machine,Top load,1568.0,994.0,0.0,574.0,1.840681887
2024-01-01,GT,South,Television,Small size,1506.0,0.0,0.0,1506.0,4.896545568
2024-01-01,GT,South,Television,Large size,282.0,3.0,0.0,279.0,1.62695455
2024-01-01,GT,South,Refrigerator,Mini,64.0,7.0,0.0,57.0,0.129545439
2024-01-01,GT,South,Refrigerator,Bottom freezer,83.0,32.0,0.0,51.0,0.366272718
2024-01-01,GT,South,Refrigerator,Multi doors,246.0,0.0,0.0,246.0,2.681090993
2024-01-01,GT,South,Refrigerator,Side by Side,57.0,0.0,0.0,57.0,0.445636374
2024-01-01,GT,Middle,CAC,Others,31.0,0.0,0.0,31.0,0.579872727
2024-01-01,GT,Middle,RAC,Non Inverter,2.0,0.0,0.0,2.0,0.008545454
2024-01-01,GT,Middle,RAC,Inverter,6338.0,0.0,0.0,6338.0,34.643528292
2024-01-01,GT,Middle,Washing Machine,Dryer Machine,2.0,0.0,0.0,2.0,0.00890909
2024-01-01,GT,Middle,Washing Machine,Front load,18.0,0.0,0.0,18.0,0.08809091
2024-01-01,GT,Middle,Washing Machine,Dryer Machine,3.0,0.0,0.0,3.0,0.017727273
2024-01-01,GT,Middle,Washing Machine,Top load,32.0,0.0,0.0,32.0,0.126000004
2024-01-01,GT,Middle,Television,Small size,234.0,0.0,0.0,234.0,0.845454528
2024-01-01,GT,Middle,Television,Large size,60.0,0.0,0.0,60.0,0.41272727
2024-01-01,GT,Middle,Refrigerator,Mini,46.0,5.0,0.0,41.0,0.093181807
2024-01-01,GT,Middle,Refrigerator,Bottom freezer,25.0,14.0,0.0,11.0,0.078999998
2024-01-01,GT,Middle,Refrigerator,Top freezer,32.0,0.0,0.0,32.0,0.207090912
2024-01-01,GT,Middle,Refrigerator,Multi doors,52.0,0.0,0.0,52.0,0.503090926
2024-01-01,GT,Middle,Refrigerator,Side by Side,52.0,0.0,0.0,52.0,0.443045466
2024-01-01,MT,North,RAC,Inverter,59.0,0.0,3.0,56.0,0.383121449
2024-01-01,MT,North,Others,Air purifier,1164.0,0.0,0.0,1164.0,0.63490962
2024-01-01,MT,North,Washing Machine,Dryer Machine,267.0,0.0,0.0,267.0,1.275993
2024-01-01,MT,North,Washing Machine,Front load,1321.0,0.0,3.0,1318.0,6.57618498
2024-01-01,MT,North,Washing Machine,Dryer Machine,77.0,0.0,0.0,77.0,0.509732993
2024-01-01,MT,North,Washing Machine,Top load,375.0,0.0,0.0,375.0,1.039655893
2024-01-01,MT,North,Television,Small size,30.0,0.0,11.0,19.0,0.062816187
2024-01-01,MT,North,Television,Large size,1439.0,0.0,26.0,1413.0,11.003120126
2024-01-01,MT,North,Refrigerator,Mini,30.0,0.0,0.0,30.0,0.062234
2024-01-01,MT,North,Refrigerator,Side by Side,320.0,0.0,0.0,320.0,2.774224796
2024-01-01,MT,South,RAC,Non Inverter,40.0,0.0,0.0,40.0,0.17425456
2024-01-01,MT,South,RAC,Inverter,6826.0,0.0,13.0,6813.0,38.719272987
2024-01-01,MT,South,Others,Air purifier,2.0,2.0,0.0,0.0,0.0
2024-01-01,MT,South,Others,Water Heater,2.0,0.0,7.0,-7.0,-0.010401829
2024-01-01,MT,South,Washing Machine,Dryer Machine,10.0,0.0,0.0,10.0,0.04602
2024-01-01,MT,South,Washing Machine,Front load,694.0,0.0,1.0,693.0,2.960908832
2024-01-01,MT,South,Washing Machine,Top load,241.0,0.0,0.0,241.0,0.69056016
2024-01-01,MT,South,Television,Small size,864.0,0.0,15.0,849.0,4.151946879
2024-01-01,MT,South,Television,Large size,711.0,0.0,18.0,693.0,7.140901779
2024-01-01,MT,South,Refrigerator,Mini,38.0,0.0,0.0,38.0,0.067121004
2024-01-01,MT,South,Refrigerator,Top freezer,38.0,0.0,3.0,-3.0,-0.02106
2024-01-01,MT,South,Refrigerator,Multi doors,226.0,0.0,1.0,225.0,2.630904525
2024-01-01,MT,South,Refrigerator,Side by Side,601.0,0.0,2.0,599.0,4.894246735
2024-01-01,MT,Middle,RAC,Non Inverter,3.0,0.0,0.0,3.0,0.013069092
2024-01-01,MT,Middle,RAC,Inverter,159.0,0.0,0.0,159.0,0.95607816
2024-01-01,MT,Middle,Washing Machine,Front load,88.0,0.0,0.0,88.0,0.374694746
2024-01-01,MT,Middle,Washing Machine,Top load,34.0,0.0,0.0,34.0,0.100765635
2024-01-01,MT,Middle,Television,Small size,219.0,0.0,0.0,219.0,1.091865216
2024-01-01,MT,Middle,Television,Large size,136.0,0.0,0.0,136.0,1.476829112
2024-01-01,MT,Middle,Refrigerator,Mini,1.0,0.0,0.0,1.0,0.00145
2024-01-01,MT,Middle,Refrigerator,Multi doors,33.0,0.0,0.0,33.0,0.385865997
2024-01-01,MT,Middle,Refrigerator,Side by Side,61.0,0.0,0.0,61.0,0.509143257
2024-01-01,Retail,North,RAC,Non Inverter,5.0,5.0,0.0,0.0,0.0
2024-01-01,Retail,North,RAC,Inverter,11.0,5.0,0.0,6.0,0.0444
2024-01-01,Retail,North,Others,Air purifier,79.0,62.0,0.0,17.0,0.015981819
2024-01-01,Retail,North,Washing Machine,Dryer Machine,7.0,0.0,0.0,7.0,0.026981815
2024-01-01,Retail,North,Washing Machine,Front load,18.0,6.0,0.0,12.0,0.049166817
2024-01-01,Retail,North,Washing Machine,Dryer Machine,14.0,0.0,0.0,14.0,0.073309096
2024-01-01,Retail,North,Washing Machine,Top load,4.0,2.0,0.0,2.0,0.005890909
2024-01-01,Retail,North,Television,Small size,11.0,9.0,0.0,2.0,0.008566819
2024-01-01,Retail,North,Television,Large size,9.0,4.0,0.0,5.0,0.066454544
2024-01-01,Retail,North,Refrigerator,Bottom freezer,1.0,1.0,0.0,0.0,0.0
2024-01-01,Retail,North,Refrigerator,Top freezer,1.0,0.0,0.0,1.0,0.004609091
2024-01-01,Retail,North,Refrigerator,Multi doors,1.0,0.0,0.0,1.0,0.008318182
2024-01-01,Retail,North,Refrigerator,Side by Side,3.0,2.0,0.0,1.0,0.007218182
2024-01-01,Retail,South,CAC,Others,1.0,0.0,0.0,1.0,0.026393182
2024-01-01,Retail,South,RAC,Inverter,2.0,1.0,0.0,1.0,0.003954545
2024-01-01,Retail,South,Others,Air purifier,8.0,7.0,0.0,1.0,0.000627273
2024-01-01,Retail,South,Washing Machine,Top load,1.0,0.0,0.0,1.0,0.003727273
2024-01-01,Retail,South,Television,Small size,4.0,4.0,0.0,0.0,0.0
2024-01-01,Retail,South,Television,Large size,3.0,2.0,0.0,1.0,0.008891818
2024-01-01,Retail,South,Refrigerator,Multi doors,4.0,0.0,0.0,4.0,0.046545456
2024-01-01,Retail,Middle,RAC,Inverter,17.0,17.0,0.0,0.0,0.0
2024-01-01,Retail,Middle,Others,Air purifier,1.0,0.0,0.0,1.0,0.001
2024-01-01,Retail,Middle,Washing Machine,Front load,3.0,3.0,0.0,0.0,0.0
2024-01-01,Retail,Middle,Washing Machine,Top load,2.0,1.0,0.0,1.0,0.002390909
2024-01-01,Retail,Middle,Television,Large size,4.0,4.0,0.0,0.0,0.0
2024-01-01,Retail,Middle,Refrigerator,Side by Side,1.0,0.0,0.0,1.0,0.007218182
2024-11-01,GT,North,CAC,Others,252.0,46.0,15.0,191.0,3.788345458
2024-11-01,GT,North,RAC,Non Inverter,2600.0,0.0,1.0,2599.0,11.071000918
2024-11-01,GT,North,RAC,Inverter,2961.0,1762.0,5.0,1194.0,8.598136343
2024-11-01,GT,North,Washing Machine,Dryer Machine,108.0,0.0,0.0,108.0,0.486
2024-11-01,GT,North,Washing Machine,Front load,2022.0,0.0,0.0,2022.0,11.488635996
2024-11-01,GT,North,Washing Machine,Dryer Machine,93.0,0.0,0.0,93.0,0.545318148
2024-11-01,GT,North,Washing Machine,Top load,3042.0,230.0,0.0,2812.0,10.664817975
2024-11-01,GT,North,Television,Small size,2291.0,0.0,0.0,2291.0,10.432182201
2024-11-01,GT,North,Television,Large size,115.0,0.0,0.0,115.0,0.76840907
2024-11-01,GT,North,Refrigerator,Multi doors,345.0,0.0,0.0,345.0,3.16681812
2024-11-01,GT,North,Refrigerator,Side by Side,682.0,0.0,0.0,682.0,5.859454484
2024-11-01,GT,South,CAC,Others,161.0,0.0,0.0,161.0,3.91466365
2024-11-01,GT,South,RAC,Non Inverter,105.0,0.0,0.0,105.0,0.46977275
2024-11-01,GT,South,RAC,Inverter,4622.0,0.0,0.0,4622.0,26.778181874
2024-11-01,GT,South,Washing Machine,Dryer Machine,2.0,0.0,0.0,2.0,0.009
2024-11-01,GT,South,Washing Machine,Front load,182.0,0.0,0.0,182.0,1.014090876
2024-11-01,GT,South,Washing Machine,Dryer Machine,10.0,0.0,0.0,10.0,0.05863636
2024-11-01,GT,South,Washing Machine,Top load,550.0,84.0,0.0,466.0,1.666136285
2024-11-01,GT,South,Television,Small size,965.0,6.0,0.0,959.0,4.230000086
2024-11-01,GT,South,Television,Large size,400.0,0.0,0.0,400.0,2.6727272
2024-11-01,GT,South,Refrigerator,Mini,300.0,0.0,0.0,300.0,0.8181819
2024-11-01,GT,South,Refrigerator,Multi doors,58.0,0.0,0.0,58.0,0.532545444
2024-11-01,GT,South,Refrigerator,Side by Side,256.0,0.0,0.0,256.0,2.151999954
2024-11-01,GT,Middle,CAC,Others,15.0,0.0,0.0,15.0,0.432681825
2024-11-01,GT,Middle,RAC,Non Inverter,50.0,0.0,0.0,50.0,0.2068182
2024-11-01,GT,Middle,RAC,Inverter,541.0,0.0,0.0,541.0,2.896636395
2024-11-01,GT,Middle,Washing Machine,Front load,207.0,0.0,0.0,207.0,1.159772691
2024-11-01,GT,Middle,Washing Machine,Top load,339.0,70.0,0.0,269.0,1.017454527
2024-11-01,GT,Middle,Television,Small size,275.0,10.0,0.0,265.0,1.178727323
2024-11-01,GT,Middle,Television,Large size,570.0,0.0,0.0,570.0,3.80863626
2024-11-01,GT,Middle,Refrigerator,Multi doors,33.0,0.0,0.0,33.0,0.302999994
2024-11-01,GT,Middle,Refrigerator,Side by Side,71.0,0.0,0.0,71.0,0.611090904
2024-11-01,MT,North,CAC,Others,2.0,0.0,0.0,2.0,0.05067491
2024-11-01,MT,North,RAC,Inverter,310.0,0.0,1.0,309.0,2.516338002
2024-11-01,MT,North,Washing Machine,Dryer Machine,55.0,0.0,0.0,55.0,0.260721
2024-11-01,MT,North,Washing Machine,Front load,430.0,0.0,3.0,427.0,2.110934887
2024-11-01,MT,North,Washing Machine,Dryer Machine,16.0,0.0,0.0,16.0,0.104610912
2024-11-01,MT,North,Washing Machine,Top load,733.0,0.0,0.0,733.0,2.310028084
2024-11-01,MT,North,Television,Small size,135.0,0.0,2.0,133.0,0.387245259
2024-11-01,MT,North,Television,Large size,11.0,0.0,47.0,-36.0,-0.355231089
2024-11-01,MT,North,Refrigerator,Multi doors,35.0,0.0,0.0,35.0,0.349559457
2024-11-01,MT,North,Refrigerator,Side by Side,194.0,0.0,0.0,194.0,1.813246642
2024-11-01,MT,South,CAC,Others,5.0,0.0,0.0,5.0,0.109636363
2024-11-01,MT,South,RAC,Inverter,4984.0,0.0,11.0,4973.0,31.346776252
2024-11-01,MT,South,Washing Machine,Dryer Machine,28.0,0.0,0.0,28.0,0.131806
2024-11-01,MT,South,Washing Machine,Front load,273.0,0.0,3.0,270.0,1.297209094
2024-11-01,MT,South,Washing Machine,Dryer Machine,23.0,0.0,0.0,23.0,0.150786821
2024-11-01,MT,South,Washing Machine,Top load,1312.0,0.0,0.0,1312.0,4.233563391
2024-11-01,MT,South,Television,Small size,316.0,0.0,0.0,316.0,1.31249651
2024-11-01,MT,South,Television,Large size,53.0,0.0,0.0,53.0,0.310087274
